Year,Month,TotalRainfall,MostRainfallInDay,RainDays
2011.00,7.00,40.30,13.20,13.00
2011.00,8.00,53.90,9.30,14.00
2011.00,9.00,112.50,16.80,24.00
2011.00,10.00,91.80,24.40,22.00
2011.00,11.00,148.60,35.20,23.00
2011.00,12.00,87.10,22.00,26.00
1962.00,1.00,41.10,7.10,16.00
1962.00,2.00,26.70,5.70,14.00
1962.00,3.00,53.60,15.10,13.00
1962.00,4.00,40.80,7.10,13.00
1962.00,5.00,56.80,18.50,19.00
1962.00,6.00,24.90,7.40,11.00
1962.00,7.00,68.00,18.40,15.00
1962.00,8.00,73.10,17.50,17.00
1962.00,9.00,129.20,31.10,19.00
1962.00,10.00,16.80,8.40,8.00
1962.00,11.00,47.90,9.20,14.00
1962.00,12.00,75.30,12.90,20.00
1963.00,1.00,41.10,9.30,12.00
1963.00,2.00,61.90,22.70,10.00
1963.00,3.00,65.20,15.20,16.00
1963.00,4.00,47.00,6.60,19.00
1963.00,5.00,42.00,7.90,20.00
1963.00,6.00,54.30,15.50,17.00
1963.00,7.00,23.50,6.00,13.00
1963.00,8.00,103.10,53.50,20.00
1963.00,9.00,44.90,12.00,12.00
1963.00,10.00,47.60,9.70,15.00
1963.00,11.00,95.90,17.80,21.00
1963.00,12.00,16.40,4.40,10.00
1964.00,1.00,14.80,3.40,10.00
1964.00,2.00,28.30,5.80,13.00
1964.00,3.00,106.60,18.90,18.00
1964.00,4.00,62.30,15.00,23.00
1964.00,5.00,45.40,7.00,16.00
1964.00,6.00,51.00,9.60,17.00
1964.00,7.00,47.40,24.20,13.00
1964.00,8.00,81.30,18.60,16.00
1964.00,9.00,51.70,16.20,12.00
1964.00,10.00,62.30,16.90,18.00
1964.00,11.00,26.20,8.90,12.00
1964.00,12.00,111.80,18.90,18.00
1965.00,1.00,97.30,24.50,20.00
1965.00,2.00,4.70,1.60,6.00
1965.00,3.00,54.60,10.40,16.00
1965.00,4.00,45.40,9.60,16.00
1965.00,5.00,51.90,10.40,18.00
1965.00,6.00,72.90,16.90,16.00
1965.00,7.00,79.20,14.10,20.00
1965.00,8.00,55.40,13.60,18.00
1965.00,9.00,67.70,24.50,16.00
1965.00,10.00,41.40,11.20,10.00
1965.00,11.00,182.30,44.50,19.00
1965.00,12.00,97.10,17.00,23.00
1966.00,1.00,94.60,27.20,16.00
1966.00,2.00,114.50,25.60,21.00
1966.00,3.00,40.20,11.80,11.00
1966.00,4.00,151.80,26.20,17.00
1966.00,5.00,52.30,9.20,16.00
1966.00,6.00,119.50,46.60,22.00
1966.00,7.00,37.10,12.70,12.00
1966.00,8.00,56.50,27.50,15.00
1966.00,9.00,61.30,22.50,13.00
1966.00,10.00,132.90,22.10,16.00
1966.00,11.00,43.30,8.10,20.00
1966.00,12.00,115.10,16.40,23.00
1967.00,1.00,48.50,9.80,17.00
1967.00,2.00,83.80,28.10,17.00
1967.00,3.00,26.40,14.10,13.00
1967.00,4.00,33.90,7.80,9.00
1967.00,5.00,129.40,15.30,30.00
1967.00,6.00,11.40,3.00,6.00
1967.00,7.00,83.70,34.80,20.00
1967.00,8.00,64.30,14.10,19.00
1967.00,9.00,115.50,29.90,19.00
1967.00,10.00,94.40,23.20,25.00
1967.00,11.00,45.70,22.60,15.00
1967.00,12.00,45.50,10.10,15.00
1968.00,1.00,96.10,25.80,18.00
1968.00,2.00,15.90,6.30,9.00
1968.00,3.00,41.50,10.10,14.00
1968.00,4.00,58.60,11.90,11.00
1968.00,5.00,51.80,9.90,17.00
1968.00,6.00,51.40,10.60,11.00
1968.00,7.00,15.90,4.70,8.00
1968.00,8.00,106.60,35.00,9.00
1968.00,9.00,103.50,16.30,20.00
1968.00,10.00,59.80,18.00,18.00
1968.00,11.00,78.80,16.40,17.00
1968.00,12.00,109.10,41.70,19.00
1969.00,1.00,105.40,24.00,18.00
1969.00,2.00,41.80,15.20,14.00
1969.00,3.00,46.90,12.20,11.00
1969.00,4.00,62.30,14.00,14.00
1969.00,5.00,111.20,19.00,24.00
1969.00,6.00,46.40,13.20,13.00
1969.00,7.00,43.80,24.60,8.00
1969.00,8.00,34.10,12.00,10.00
1969.00,9.00,44.90,27.20,11.00
1969.00,10.00,11.10,2.60,12.00
1969.00,11.00,90.00,25.60,15.00
1969.00,12.00,63.50,13.90,19.00
1970.00,1.00,62.50,13.50,19.00
1970.00,2.00,60.40,9.20,18.00
1970.00,3.00,32.50,6.50,16.00
1970.00,4.00,85.30,26.20,22.00
1970.00,5.00,13.20,5.80,7.00
1970.00,6.00,31.60,13.00,10.00
1970.00,7.00,68.20,11.80,15.00
1970.00,8.00,68.30,19.10,12.00
1970.00,9.00,53.80,10.80,18.00
1970.00,10.00,59.20,15.90,13.00
1970.00,11.00,128.00,27.10,24.00
1970.00,12.00,50.60,15.00,15.00
1971.00,1.00,39.40,14.20,16.00
1971.00,2.00,39.70,14.70,10.00
1971.00,3.00,78.80,35.70,13.00
1971.00,4.00,52.40,19.20,11.00
1971.00,5.00,34.00,12.30,14.00
1971.00,6.00,71.80,19.70,17.00
1971.00,7.00,62.80,25.70,8.00
1971.00,8.00,66.90,20.60,14.00
1971.00,9.00,27.00,14.00,6.00
1971.00,10.00,34.40,9.00,13.00
1971.00,11.00,48.00,12.90,14.00
1971.00,12.00,36.40,20.20,11.00
1972.00,1.00,110.60,16.50,22.00
1972.00,2.00,59.70,14.50,14.00
1972.00,3.00,50.10,11.90,13.00
1972.00,4.00,49.20,10.70,13.00
1972.00,5.00,66.70,8.80,20.00
1972.00,6.00,58.60,20.50,23.00
1972.00,7.00,41.10,13.90,12.00
1972.00,8.00,24.00,7.90,10.00
1972.00,9.00,7.50,3.90,5.00
1972.00,10.00,40.80,21.70,9.00
1972.00,11.00,78.20,31.60,14.00
1972.00,12.00,82.60,32.70,20.00
1973.00,1.00,52.20,11.20,15.00
1973.00,2.00,32.50,7.20,15.00
1973.00,3.00,11.10,3.60,7.00
1973.00,4.00,48.10,11.10,17.00
1973.00,5.00,70.90,13.00,19.00
1973.00,6.00,20.20,7.40,7.00
1973.00,7.00,72.80,30.70,11.00
1973.00,8.00,108.90,18.40,19.00
1973.00,9.00,76.20,15.30,14.00
1973.00,10.00,59.20,22.70,13.00
1973.00,11.00,60.80,14.70,15.00
1973.00,12.00,72.70,18.70,22.00
1974.00,1.00,81.40,12.00,24.00
1974.00,2.00,50.90,8.40,17.00
1974.00,3.00,31.70,11.40,14.00
1974.00,4.00,43.40,20.90,6.00
1974.00,5.00,87.60,19.90,16.00
1974.00,6.00,39.50,8.30,10.00
1974.00,7.00,99.70,18.70,19.00
1974.00,8.00,30.20,5.20,17.00
1974.00,9.00,116.00,34.80,21.00
1974.00,10.00,26.60,6.80,16.00
1974.00,11.00,57.70,20.40,16.00
1974.00,12.00,37.90,6.80,18.00
1975.00,1.00,82.60,21.20,21.00
1975.00,2.00,26.20,11.60,9.00
1975.00,3.00,43.30,8.30,17.00
1975.00,4.00,42.80,8.20,20.00
1975.00,5.00,43.40,14.40,8.00
1975.00,6.00,14.90,8.80,7.00
1975.00,7.00,27.80,7.60,13.00
1975.00,8.00,35.90,14.10,12.00
1975.00,9.00,124.30,40.90,22.00
1975.00,10.00,55.10,24.20,11.00
1975.00,11.00,54.30,18.70,10.00
1975.00,12.00,33.10,16.10,14.00
1976.00,1.00,66.10,16.40,17.00
1976.00,2.00,29.30,9.10,11.00
1976.00,3.00,65.80,14.70,17.00
1976.00,4.00,17.70,10.40,5.00
1976.00,5.00,47.70,9.80,20.00
1976.00,6.00,22.50,9.70,12.00
1976.00,7.00,82.80,19.50,11.00
1976.00,8.00,6.60,4.20,2.00
1976.00,9.00,144.30,34.50,14.00
1976.00,10.00,156.70,31.00,24.00
1976.00,11.00,39.10,13.10,14.00
1976.00,12.00,48.00,8.00,17.00
1977.00,1.00,57.80,10.50,17.00
1977.00,2.00,124.40,18.60,23.00
1977.00,3.00,57.30,9.20,20.00
1977.00,4.00,43.40,5.30,24.00
1977.00,5.00,22.50,6.60,8.00
1977.00,6.00,65.50,19.60,14.00
1977.00,7.00,26.10,12.20,12.00
1977.00,8.00,68.10,28.90,14.00
1977.00,9.00,29.20,6.80,13.00
1977.00,10.00,76.50,19.50,16.00
1977.00,11.00,53.80,8.60,19.00
1977.00,12.00,65.10,12.80,20.00
1978.00,1.00,59.40,11.30,14.00
1978.00,2.00,50.30,11.70,14.00
1978.00,3.00,63.00,12.30,22.00
1978.00,4.00,29.60,7.00,12.00
1978.00,5.00,27.30,14.00,11.00
1978.00,6.00,37.10,12.40,12.00
1978.00,7.00,50.50,14.20,14.00
1978.00,8.00,116.70,30.30,14.00
1978.00,9.00,38.40,7.40,14.00
1978.00,10.00,31.80,15.40,11.00
1978.00,11.00,64.10,10.40,16.00
1978.00,12.00,217.00,24.60,22.00
1979.00,1.00,42.30,6.90,17.00
1979.00,2.00,83.40,31.30,10.00
1979.00,3.00,63.70,16.50,22.00
1979.00,4.00,53.10,10.50,22.00
1979.00,5.00,82.20,10.50,22.00
1979.00,6.00,44.00,15.30,9.00
1979.00,7.00,47.00,22.20,8.00
1979.00,8.00,96.50,19.30,23.00
1979.00,9.00,41.50,13.40,14.00
1979.00,10.00,119.00,25.40,24.00
1979.00,11.00,51.40,9.90,12.00
1979.00,12.00,112.40,20.80,20.00
1980.00,1.00,115.20,30.30,16.00
1980.00,2.00,68.50,12.80,17.00
1980.00,3.00,73.70,20.30,22.00
1980.00,4.00,8.20,6.60,5.00
1980.00,5.00,41.00,12.10,11.00
1980.00,6.00,79.00,13.50,24.00
1980.00,7.00,39.40,10.30,14.00
1980.00,8.00,97.80,29.40,18.00
1980.00,9.00,97.50,35.40,18.00
1980.00,10.00,113.70,19.50,22.00
1980.00,11.00,41.40,9.30,14.00
1980.00,12.00,49.70,11.40,19.00
1981.00,1.00,32.80,8.10,13.00
1981.00,2.00,48.40,11.90,14.00
1981.00,3.00,101.60,20.00,24.00
1981.00,4.00,49.00,26.20,10.00
1981.00,5.00,92.30,9.40,24.00
1981.00,6.00,77.10,21.90,16.00
1981.00,7.00,35.50,10.80,15.00
1981.00,8.00,11.60,6.20,9.00
1981.00,9.00,102.80,22.30,18.00
1981.00,10.00,109.30,33.40,23.00
1981.00,11.00,48.80,19.50,16.00
1981.00,12.00,133.00,29.70,19.00
1982.00,1.00,50.20,18.10,14.00
1982.00,2.00,23.90,3.40,16.00
1982.00,3.00,45.40,5.80,18.00
1982.00,4.00,19.50,6.80,4.00
1982.00,5.00,59.60,10.00,18.00
1982.00,6.00,102.20,27.50,15.00
1982.00,7.00,9.20,2.50,10.00
1982.00,8.00,65.60,16.40,19.00
1982.00,9.00,84.00,19.40,17.00
1982.00,10.00,88.20,18.10,21.00
1982.00,11.00,128.90,55.10,23.00
1982.00,12.00,70.30,14.00,17.00
1983.00,1.00,63.80,13.50,21.00
1983.00,2.00,44.80,8.30,16.00
1983.00,3.00,61.00,8.00,19.00
1983.00,4.00,67.10,15.70,18.00
1983.00,5.00,79.10,30.00,16.00
1983.00,6.00,54.60,13.60,12.00
1983.00,7.00,18.10,5.80,9.00
1983.00,8.00,45.40,15.90,11.00
1983.00,9.00,76.60,14.60,17.00
1983.00,10.00,47.30,9.90,16.00
1983.00,11.00,21.30,5.60,7.00
1983.00,12.00,123.20,24.50,18.00
1984.00,1.00,99.00,12.70,24.00
1984.00,2.00,60.30,13.90,14.00
1984.00,3.00,53.20,24.40,14.00
1984.00,4.00,32.60,12.40,8.00
1984.00,5.00,34.40,7.90,12.00
1984.00,6.00,38.10,10.10,10.00
1984.00,7.00,30.80,10.80,9.00
1984.00,8.00,95.00,26.40,13.00
1984.00,9.00,76.70,22.80,17.00
1984.00,10.00,56.20,15.20,17.00
1984.00,11.00,97.20,19.60,18.00
1984.00,12.00,87.70,27.90,19.00
1985.00,1.00,66.50,23.30,19.00
1985.00,2.00,52.00,15.10,9.00
1985.00,3.00,72.50,19.30,14.00
1985.00,4.00,40.20,10.00,14.00
1985.00,5.00,70.10,22.50,14.00
1985.00,6.00,78.50,20.20,17.00
1985.00,7.00,107.20,26.10,17.00
1985.00,8.00,124.60,24.50,27.00
1985.00,9.00,38.20,11.30,18.00
1985.00,10.00,19.70,6.20,7.00
1985.00,11.00,33.50,6.80,16.00
1985.00,12.00,72.40,14.20,18.00
1986.00,1.00,103.40,25.10,25.00
1986.00,2.00,10.20,3.60,8.00
1986.00,3.00,64.70,18.30,21.00
1986.00,4.00,48.20,7.10,16.00
1986.00,5.00,62.50,12.00,21.00
1986.00,6.00,82.10,18.20,16.00
1986.00,7.00,57.50,9.20,24.00
1986.00,8.00,158.70,60.20,15.00
1986.00,9.00,3.60,2.50,3.00
1986.00,10.00,57.00,26.60,16.00
1986.00,11.00,102.20,20.70,21.00
1986.00,12.00,71.80,20.60,22.00
1987.00,1.00,36.60,8.20,12.00
1987.00,2.00,34.50,10.20,12.00
1987.00,3.00,56.60,9.60,18.00
1987.00,4.00,71.80,23.30,14.00
1987.00,5.00,21.70,5.10,14.00
1987.00,6.00,112.50,18.90,23.00
1987.00,7.00,32.60,16.10,11.00
1987.00,8.00,87.40,20.20,16.00
1987.00,9.00,75.30,20.70,18.00
1987.00,10.00,124.10,47.50,23.00
1987.00,11.00,47.80,15.50,12.00
1987.00,12.00,39.50,9.90,15.00
1988.00,1.00,118.30,19.00,25.00
1988.00,2.00,34.30,8.30,16.00
1988.00,3.00,85.40,12.00,23.00
1988.00,4.00,24.90,5.90,11.00
1988.00,5.00,72.50,17.90,17.00
1988.00,6.00,38.10,9.90,9.00
1988.00,7.00,80.30,28.90,24.00
1988.00,8.00,54.50,17.30,19.00
1988.00,9.00,41.10,11.20,13.00
1988.00,10.00,79.10,24.10,17.00
1988.00,11.00,23.50,6.80,12.00
1988.00,12.00,40.50,8.70,9.00
1989.00,1.00,27.50,6.80,12.00
1989.00,2.00,42.60,7.40,15.00
1989.00,3.00,54.70,8.80,23.00
1989.00,4.00,79.30,13.50,18.00
1989.00,5.00,13.10,3.10,7.00
1989.00,6.00,67.80,18.70,14.00
1989.00,7.00,9.60,2.70,8.00
1989.00,8.00,81.90,22.60,16.00
1989.00,9.00,25.10,13.30,10.00
1989.00,10.00,62.10,16.30,20.00
1989.00,11.00,35.60,15.70,16.00
1989.00,12.00,55.90,18.50,13.00
1990.00,1.00,68.30,13.40,21.00
1990.00,2.00,108.80,17.90,19.00
1990.00,3.00,10.30,4.30,8.00
1990.00,4.00,24.20,4.70,15.00
1990.00,5.00,39.50,12.40,10.00
1990.00,6.00,71.30,15.00,17.00
1990.00,7.00,48.00,32.00,11.00
1990.00,8.00,49.80,15.90,12.00
1990.00,9.00,16.40,3.60,10.00
1990.00,10.00,149.20,45.60,20.00
1990.00,11.00,64.00,13.60,14.00
1990.00,12.00,78.70,13.20,15.00
1991.00,1.00,71.40,24.60,16.00
1991.00,2.00,59.00,14.40,18.00
1991.00,3.00,91.10,16.80,15.00
1991.00,4.00,92.30,20.00,18.00
1991.00,5.00,3.60,1.70,3.00
1991.00,6.00,79.80,21.40,22.00
1991.00,7.00,26.40,6.60,17.00
1991.00,8.00,36.90,10.90,13.00
1991.00,9.00,42.80,14.30,11.00
1991.00,10.00,85.60,17.30,19.00
1991.00,11.00,50.30,7.80,16.00
1991.00,12.00,38.10,9.10,11.00
1992.00,1.00,32.90,14.60,5.00
1992.00,2.00,24.10,8.00,13.00
1992.00,3.00,64.90,10.10,23.00
1992.00,4.00,70.30,11.60,22.00
1992.00,5.00,39.50,12.20,9.00
1992.00,6.00,38.40,23.80,7.00
1992.00,7.00,69.00,22.80,19.00
1992.00,8.00,85.20,26.40,17.00
1992.00,9.00,64.20,14.40,19.00
1992.00,10.00,30.70,12.30,14.00
1992.00,11.00,63.20,14.50,22.00
1992.00,12.00,41.50,9.70,13.00
1993.00,1.00,57.90,9.00,24.00
1993.00,2.00,19.50,8.90,7.00
1993.00,3.00,26.20,7.20,15.00
1993.00,4.00,48.70,9.10,19.00
1993.00,5.00,149.90,45.70,21.00
1993.00,6.00,148.10,82.30,15.00
1993.00,7.00,60.10,11.90,22.00
1993.00,8.00,36.80,8.40,14.00
1993.00,9.00,90.30,17.80,16.00
1993.00,10.00,86.20,31.80,10.00
1993.00,11.00,45.40,13.60,15.00
1993.00,12.00,105.70,12.30,27.00
1994.00,1.00,83.30,9.80,24.00
1994.00,2.00,99.10,20.40,19.00
1994.00,3.00,72.10,13.40,25.00
1994.00,4.00,60.30,8.20,17.00
1994.00,5.00,51.50,17.60,15.00
1994.00,6.00,20.90,5.40,13.00
1994.00,7.00,64.70,11.70,18.00
1994.00,8.00,57.80,13.70,18.00
1994.00,9.00,97.00,21.10,21.00
1994.00,10.00,41.20,9.60,14.00
1994.00,11.00,54.80,11.40,16.00
1994.00,12.00,88.90,21.80,22.00
1995.00,1.00,105.50,27.30,18.00
1995.00,2.00,92.00,13.90,22.00
1995.00,3.00,44.70,8.60,20.00
1995.00,4.00,27.30,12.10,9.00
1995.00,5.00,49.20,10.70,16.00
1995.00,6.00,11.60,5.70,7.00
1995.00,7.00,70.20,39.10,16.00
1995.00,8.00,7.20,5.30,4.00
1995.00,9.00,43.60,6.50,16.00
1995.00,10.00,38.00,6.90,16.00
1995.00,11.00,147.20,38.50,19.00
1995.00,12.00,71.20,14.20,17.00
1996.00,1.00,85.90,13.10,23.00
1996.00,2.00,62.00,20.00,14.00
1996.00,3.00,69.90,17.40,19.00
1996.00,4.00,60.80,10.10,16.00
1996.00,5.00,66.70,14.00,19.00
1996.00,6.00,20.70,5.30,9.00
1996.00,7.00,37.20,11.70,15.00
1996.00,8.00,102.10,34.70,16.00
1996.00,9.00,19.20,11.40,10.00
1996.00,10.00,101.70,23.40,22.00
1996.00,11.00,103.60,23.50,23.00
1996.00,12.00,54.10,20.80,14.00
1997.00,1.00,15.50,4.20,9.00
1997.00,2.00,60.10,9.20,24.00
1997.00,3.00,15.10,4.00,10.00
1997.00,4.00,48.30,23.60,8.00
1997.00,5.00,61.30,16.60,14.00
1997.00,6.00,125.20,30.10,14.00
1997.00,7.00,53.50,7.90,17.00
1997.00,8.00,80.90,11.90,22.00
1997.00,9.00,19.10,4.50,15.00
1997.00,10.00,67.60,13.80,12.00
1997.00,11.00,86.80,17.00,22.00
1997.00,12.00,90.40,24.80,17.00
1998.00,1.00,79.50,16.60,20.00
1998.00,2.00,14.10,3.80,13.00
1998.00,3.00,65.70,12.20,17.00
1998.00,4.00,115.00,26.20,26.00
1998.00,5.00,29.00,5.60,13.00
1998.00,6.00,111.00,21.40,24.00
1998.00,7.00,54.00,8.60,22.00
1998.00,8.00,45.00,8.10,15.00
1998.00,9.00,95.70,22.40,21.00
1998.00,10.00,75.30,14.30,23.00
1998.00,11.00,76.10,16.60,22.00
1998.00,12.00,70.30,11.50,23.00
1999.00,1.00,71.80,15.00,21.00
1999.00,2.00,36.50,7.10,16.00
1999.00,3.00,31.80,8.60,13.00
1999.00,4.00,74.90,11.70,21.00
1999.00,5.00,39.10,15.20,12.00
1999.00,6.00,56.50,16.80,16.00
1999.00,7.00,35.20,9.60,11.00
1999.00,8.00,106.60,48.40,15.00
1999.00,9.00,104.70,19.90,20.00
1999.00,10.00,29.50,8.30,13.00
1999.00,11.00,43.20,10.50,13.00
1999.00,12.00,82.30,14.20,21.00
2000.00,1.00,40.50,14.30,15.00
2000.00,2.00,45.30,4.90,23.00
2000.00,3.00,20.70,7.00,13.00
2000.00,4.00,89.30,17.80,19.00
2000.00,5.00,50.60,12.90,18.00
2000.00,6.00,34.70,6.80,16.00
2000.00,7.00,43.60,14.30,11.00
2000.00,8.00,62.70,11.80,19.00
2000.00,9.00,99.30,22.00,22.00
2000.00,10.00,86.70,11.90,23.00
2000.00,11.00,141.20,62.70,25.00
2000.00,12.00,125.60,42.30,23.00
2001.00,1.00,32.20,5.40,16.00
2001.00,2.00,48.80,10.50,17.00
2001.00,3.00,56.10,11.10,18.00
2001.00,4.00,77.50,13.90,22.00
2001.00,5.00,49.50,18.00,12.00
2001.00,6.00,41.40,12.90,13.00
2001.00,7.00,30.40,7.80,13.00
2001.00,8.00,97.10,20.10,21.00
2001.00,9.00,41.40,13.00,15.00
2001.00,10.00,90.30,33.30,22.00
2001.00,11.00,40.70,10.40,19.00
2001.00,12.00,21.60,6.70,12.00
2002.00,1.00,48.90,7.10,18.00
2002.00,2.00,125.10,17.80,22.00
2002.00,3.00,30.40,8.20,14.00
2002.00,4.00,81.50,20.60,18.00
2002.00,5.00,120.80,42.10,20.00
2002.00,6.00,82.10,14.80,20.00
2002.00,7.00,68.00,12.80,16.00
2002.00,8.00,50.20,10.60,18.00
2002.00,9.00,22.80,7.40,8.00
2002.00,10.00,180.60,53.10,20.00
2002.00,11.00,186.30,50.70,25.00
2002.00,12.00,105.00,17.90,23.00
2003.00,1.00,53.90,10.80,17.00
2003.00,2.00,21.10,5.00,13.00
2003.00,3.00,30.30,12.40,11.00
2003.00,4.00,34.00,17.30,12.00
2003.00,5.00,96.50,19.30,22.00
2003.00,6.00,88.40,23.90,15.00
2003.00,7.00,46.00,12.50,19.00
2003.00,8.00,14.40,4.50,8.00
2003.00,9.00,37.30,8.50,11.00
2003.00,10.00,106.30,31.30,13.00
2003.00,11.00,54.80,13.80,13.00
2003.00,12.00,60.20,18.00,16.00
2004.00,1.00,82.60,14.50,22.00
2004.00,2.00,19.70,6.10,9.00
2004.00,3.00,44.40,8.40,17.00
2004.00,4.00,31.20,4.80,18.00
2004.00,5.00,49.80,14.20,9.00
2004.00,6.00,50.10,23.00,18.00
2004.00,7.00,37.90,7.10,18.00
2004.00,8.00,133.80,22.40,18.00
2004.00,9.00,98.30,18.80,16.00
2004.00,10.00,120.00,22.80,23.00
2004.00,11.00,39.80,13.00,16.00
2004.00,12.00,44.80,9.00,22.00
2005.00,1.00,63.60,25.20,20.00
2005.00,2.00,40.60,10.80,16.00
2005.00,3.00,14.40,2.60,13.00
2005.00,4.00,57.00,2.50,14.00
2005.00,5.00,69.50,22.80,20.00
2005.00,6.00,28.30,6.10,11.00
2005.00,7.00,83.90,37.80,16.00
2005.00,8.00,25.30,3.90,15.00
2005.00,9.00,55.80,13.40,13.00
2005.00,10.00,101.50,28.50,19.00
2005.00,11.00,50.70,15.10,14.00
2005.00,12.00,68.90,22.10,15.00
2006.00,1.00,16.30,3.50,11.00
2006.00,2.00,38.30,10.10,12.00
2006.00,3.00,68.70,11.90,24.00
2006.00,4.00,40.80,7.90,15.00
2006.00,5.00,125.80,15.80,16.00
2006.00,6.00,19.20,4.40,15.00
2006.00,7.00,18.20,6.40,10.00
2006.00,8.00,57.60,18.20,20.00
2006.00,9.00,89.50,19.90,19.00
2006.00,10.00,102.70,26.90,16.00
2006.00,11.00,69.10,24.10,17.00
2006.00,12.00,94.40,13.40,19.00
2007.00,1.00,72.80,13.70,19.00
2007.00,2.00,77.80,14.10,18.00
2007.00,3.00,62.10,15.10,19.00
2007.00,4.00,14.70,11.30,5.00
2007.00,5.00,35.00,11.10,4.00
2007.00,6.00,134.40,23.80,20.00
2007.00,7.00,119.10,16.00,28.00
2007.00,8.00,95.50,19.20,18.00
2007.00,9.00,39.20,9.00,14.00
2007.00,10.00,15.70,3.60,9.00
2007.00,11.00,54.00,20.90,18.00
2007.00,12.00,64.10,11.80,16.00
2008.00,1.00,96.90,19.60,22.00
2008.00,2.00,14.70,3.30,11.00
2008.00,3.00,102.40,35.80,22.00
2008.00,4.00,27.00,4.40,17.00
2008.00,5.00,32.70,8.70,13.00
2008.00,6.00,76.40,14.90,17.00
2008.00,7.00,111.50,26.90,19.00
2008.00,8.00,192.40,68.30,23.00
2008.00,9.00,111.80,40.60,18.00
2008.00,10.00,97.40,18.60,21.00
2008.00,11.00,39.60,10.20,19.00
2008.00,12.00,39.50,10.30,15.00
2009.00,1.00,62.00,8.70,18.00
2009.00,2.00,56.80,28.10,10.00
2009.00,3.00,25.50,5.50,17.00
2009.00,4.00,71.60,11.90,19.00
2009.00,5.00,75.00,15.40,22.00
2009.00,6.00,76.20,28.10,12.00
2009.00,7.00,153.90,39.20,22.00
2009.00,8.00,69.10,22.20,20.00
2009.00,9.00,24.20,13.00,9.00
2009.00,10.00,84.90,22.90,20.00
2009.00,11.00,149.40,28.10,26.00
2009.00,12.00,71.60,20.40,18.00
2010.00,1.00,42.70,10.00,14.00
2010.00,2.00,36.70,8.50,14.00
2010.00,3.00,54.80,16.00,11.00
2010.00,4.00,26.70,5.20,11.00
2010.00,5.00,48.80,19.50,13.00
2010.00,6.00,43.30,15.50,7.00
2010.00,7.00,74.70,19.50,18.00
2010.00,8.00,48.00,8.80,17.00
2010.00,9.00,105.50,17.70,19.00
2010.00,10.00,29.60,6.00,12.00
2010.00,11.00,100.50,11.10,24.00
2010.00,12.00,57.60,12.00,16.00
2011.00,1.00,29.40,10.50,13.00
2011.00,2.00,75.90,18.70,22.00
2011.00,3.00,19.40,8.10,10.00
2011.00,4.00,28.40,12.60,12.00
2011.00,5.00,37.10,6.10,21.00
2011.00,6.00,64.20,10.20,18.00
2011.00,7.00,42.60,7.00,17.00
2011.00,8.00,39.70,6.70,19.00
2011.00,9.00,87.30,42.10,19.00
2011.00,10.00,147.40,71.30,18.00
2011.00,11.00,48.50,11.70,11.00
2011.00,12.00,52.20,5.20,23.00
